date,bank,account,subaccount,detail,value,multiple,raw_value,signed,shf_subaccount,shf_detail
1821-09-30,Royal Bank of Scotland,Liabilities,3. Owed to other banks,3. Owed to other banks,88,1000,88000,-88000,Notes,Notes (other banks)
1823-09-30,Royal Bank of Scotland,Liabilities,3. Owed to other banks,3. Owed to other banks,213,1000,213000,-213000,Notes,Notes (other banks)
1825-09-30,Royal Bank of Scotland,Liabilities,3. Owed to other banks,3. Owed to other banks,250,1000,250000,-250000,Notes,Notes (other banks)
1817-09-30,Royal Bank of Scotland,Equity,4. Capital and,4. Capital and,1000,1000,1000000,-1000000,Capital,Capital
1819-09-30,Royal Bank of Scotland,Equity,4. Capital and,4. Capital and,1500,1000,1500000,-1500000,Capital,Capital
1821-09-30,Royal Bank of Scotland,Equity,4. Capital and,4. Capital and,1500,1000,1500000,-1500000,Capital,Capital
1823-09-30,Royal Bank of Scotland,Equity,4. Capital and,4. Capital and,1500,1000,1500000,-1500000,Capital,Capital
1825-09-30,Royal Bank of Scotland,Equity,4. Capital and,4. Capital and,1500,1000,1500000,-1500000,Capital,Capital
1817-09-30,Royal Bank of Scotland,Equity,Surplus,Surplus,845,1000,845000,-845000,Surplus,Surplus
1819-09-30,Royal Bank of Scotland,Equity,Surplus,Surplus,274,1000,274000,-274000,Surplus,Surplus
1821-09-30,Royal Bank of Scotland,Equity,Surplus,Surplus,394,1000,394000,-394000,Surplus,Surplus
1823-09-30,Royal Bank of Scotland,Equity,Surplus,Surplus,382,1000,382000,-382000,Surplus,Surplus
1825-09-30,Royal Bank of Scotland,Equity,Surplus,Surplus,414,1000,414000,-414000,Surplus,Surplus
1817-09-30,Royal Bank of Scotland,Equity,5. Sundry,5. Sundry,9,1000,9000,-9000,Capital,Capital
1819-09-30,Royal Bank of Scotland,Equity,5. Sundry,5. Sundry,3,1000,3000,-3000,Capital,Capital
1821-09-30,Royal Bank of Scotland,Equity,5. Sundry,5. Sundry,9,1000,9000,-9000,Capital,Capital
1823-09-30,Royal Bank of Scotland,Equity,5. Sundry,5. Sundry,14,1000,14000,-14000,Capital,Capital
1825-09-30,Royal Bank of Scotland,Equity,5. Sundry,5. Sundry,13,1000,13000,-13000,Capital,Capital
1817-09-30,Royal Bank of Scotland,Assets,1. Advances,(a) on bond,61,1000,61000,61000,Advances,Bonds
1819-09-30,Royal Bank of Scotland,Assets,1. Advances,(a) on bond,77,1000,77000,77000,Advances,Bonds
1821-09-30,Royal Bank of Scotland,Assets,1. Advances,(a) on bond,67,1000,67000,67000,Advances,Bonds
1823-09-30,Royal Bank of Scotland,Assets,1. Advances,(a) on bond,48,1000,48000,48000,Advances,Bonds
1825-09-30,Royal Bank of Scotland,Assets,1. Advances,(a) on bond,44,1000,44000,44000,Advances,Bonds
1817-09-30,Royal Bank of Scotland,Assets,1. Advances,(b) bills discounted,1095,1000,1095000,1095000,Advances,Bills
1819-09-30,Royal Bank of Scotland,Assets,1. Advances,(b) bills discounted,1633,1000,1633000,1633000,Advances,Bills
1821-09-30,Royal Bank of Scotland,Assets,1. Advances,(b) bills discounted,966,1000,966000,966000,Advances,Bills
1823-09-30,Royal Bank of Scotland,Assets,1. Advances,(b) bills discounted,1664,1000,1664000,1664000,Advances,Bills
1825-09-30,Royal Bank of Scotland,Assets,1. Advances,(b) bills discounted,2322,1000,2322000,2322000,Advances,Bills
1817-09-30,Royal Bank of Scotland,Assets,1. Advances,(c) cash a/cs,195,1000,195000,195000,Advances,Cash Accounts
1819-09-30,Royal Bank of Scotland,Assets,1. Advances,(c) cash a/cs,283,1000,283000,283000,Advances,Cash Accounts
1821-09-30,Royal Bank of Scotland,Assets,1. Advances,(c) cash a/cs,260,1000,260000,260000,Advances,Cash Accounts
1823-09-30,Royal Bank of Scotland,Assets,1. Advances,(c) cash a/cs,315,1000,315000,315000,Advances,Cash Accounts
1825-09-30,Royal Bank of Scotland,Assets,1. Advances,(c) cash a/cs,334,1000,334000,334000,Advances,Cash Accounts
1817-09-30,Royal Bank of Scotland,Assets,1. Advances,(d) doubtful debts,185,1000,185000,185000,Advances,Doubtful Debts
1819-09-30,Royal Bank of Scotland,Assets,1. Advances,(d) doubtful debts,102,1000,102000,102000,Advances,Doubtful Debts
1821-09-30,Royal Bank of Scotland,Assets,1. Advances,(d) doubtful debts,72,1000,72000,72000,Advances,Doubtful Debts
1823-09-30,Royal Bank of Scotland,Assets,1. Advances,(d) doubtful debts,35,1000,35000,35000,Advances,Doubtful Debts
1825-09-30,Royal Bank of Scotland,Assets,1. Advances,(d) doubtful debts,30,1000,30000,30000,Advances,Doubtful Debts
1817-09-30,Royal Bank of Scotland,Assets,2. Specie,2. Specie,11,1000,11000,11000,Liquid Assets,Liquid Assets
1819-09-30,Royal Bank of Scotland,Assets,2. Specie,2. Specie,10,1000,10000,10000,Liquid Assets,Liquid Assets
1821-09-30,Royal Bank of Scotland,Assets,2. Specie,2. Specie,11,1000,11000,11000,Liquid Assets,Liquid Assets
1823-09-30,Royal Bank of Scotland,Assets,2. Specie,2. Specie,10,1000,10000,10000,Liquid Assets,Liquid Assets
1825-09-30,Royal Bank of Scotland,Assets,2. Specie,2. Specie,12,1000,12000,12000,Liquid Assets,Liquid Assets
1817-09-30,Royal Bank of Scotland,Assets,3. Notes of other banks,3. Notes of other banks,10,1000,10000,10000,Notes,Notes (other banks)
1819-09-30,Royal Bank of Scotland,Assets,3. Notes of other banks,3. Notes of other banks,10,1000,10000,10000,Notes,Notes (other banks)
1821-09-30,Royal Bank of Scotland,Assets,3. Notes of other banks,3. Notes of other banks,7,1000,7000,7000,Notes,Notes (other banks)
1823-09-30,Royal Bank of Scotland,Assets,3. Notes of other banks,3. Notes of other banks,10,1000,10000,10000,Notes,Notes (other banks)
1825-09-30,Royal Bank of Scotland,Assets,3. Notes of other banks,3. Notes of other banks,15,1000,15000,15000,Notes,Notes (other banks)
1817-09-30,Royal Bank of Scotland,Assets,4. Investments and liquid assets,4. Investments and liquid assets,2597,1000,2597000,2597000,Investments,Investments
1819-09-30,Royal Bank of Scotland,Assets,4. Investments and liquid assets,4. Investments and liquid assets,800,1000,800000,800000,Investments,Investments
1821-09-30,Royal Bank of Scotland,Assets,4. Investments and liquid assets,4. Investments and liquid assets,1689,1000,1689000,1689000,Investments,Investments
1823-09-30,Royal Bank of Scotland,Assets,4. Investments and liquid assets,4. Investments and liquid assets,1737,1000,1737000,1737000,Investments,Investments
1825-09-30,Royal Bank of Scotland,Assets,4. Investments and liquid assets,4. Investments and liquid assets,1419,1000,1419000,1419000,Investments,Investments
1817-09-30,Royal Bank of Scotland,Assets,5. London balances,5. London balances,239,1000,239000,239000,Liquid Assets,London Assets
1819-09-30,Royal Bank of Scotland,Assets,5. London balances,5. London balances,158,1000,158000,158000,Liquid Assets,London Assets
1821-09-30,Royal Bank of Scotland,Assets,5. London balances,5. London balances,321,1000,321000,321000,Liquid Assets,London Assets
1823-09-30,Royal Bank of Scotland,Assets,5. London balances,5. London balances,163,1000,163000,163000,Liquid Assets,London Assets
1825-09-30,Royal Bank of Scotland,Assets,5. London balances,5. London balances,60,1000,60000,60000,Liquid Assets,London Assets
1817-09-30,Royal Bank of Scotland,Assets,6. Sundries,6. Sundries,18,1000,18000,18000,Liquid Assets,Liquid Assets
1819-09-30,Royal Bank of Scotland,Assets,6. Sundries,6. Sundries,64,1000,64000,64000,Liquid Assets,Liquid Assets
1821-09-30,Royal Bank of Scotland,Assets,6. Sundries,6. Sundries,64,1000,64000,64000,Liquid Assets,Liquid Assets
1823-09-30,Royal Bank of Scotland,Assets,6. Sundries,6. Sundries,48,1000,48000,48000,Liquid Assets,Liquid Assets
1825-09-30,Royal Bank of Scotland,Assets,6. Sundries,6. Sundries,96,1000,96000,96000,Liquid Assets,Liquid Assets
1830-09-30,Royal Bank of Scotland,Liabilities,1. Deposits,1. Deposits,2885,1000,2885000,-2885000,Deposits,Deposits
1835-09-30,Royal Bank of Scotland,Liabilities,1. Deposits,1. Deposits,2932,1000,2932000,-2932000,Deposits,Deposits
1840-09-30,Royal Bank of Scotland,Liabilities,1. Deposits,1. Deposits,3092,1000,3092000,-3092000,Deposits,Deposits
1845-09-30,Royal Bank of Scotland,Liabilities,1. Deposits,1. Deposits,3815,1000,3815000,-3815000,Deposits,Deposits
1850-09-30,Royal Bank of Scotland,Liabilities,1. Deposits,1. Deposits,3516,1000,3516000,-3516000,Deposits,Deposits
1830-09-30,Royal Bank of Scotland,Liabilities,2. Note issue,2. Note issue,203,1000,203000,-203000,Notes,Notes
1835-09-30,Royal Bank of Scotland,Liabilities,2. Note issue,2. Note issue,184,1000,184000,-184000,Notes,Notes
1840-09-30,Royal Bank of Scotland,Liabilities,2. Note issue,2. Note issue,179,1000,179000,-179000,Notes,Notes
1845-09-30,Royal Bank of Scotland,Liabilities,2. Note issue,2. Note issue,119,1000,119000,-119000,Notes,Notes
1850-09-30,Royal Bank of Scotland,Liabilities,2. Note issue,2. Note issue,318,1000,318000,-318000,Notes,Notes
1830-09-30,Royal Bank of Scotland,Liabilities,3. Owed to other banks,3. Owed to other banks,303,1000,303000,-303000,Notes,Notes (other banks)
1835-09-30,Royal Bank of Scotland,Liabilities,3. Owed to other banks,3. Owed to other banks,257,1000,257000,-257000,Notes,Notes (other banks)
1840-09-30,Royal Bank of Scotland,Liabilities,3. Owed to other banks,3. Owed to other banks,181,1000,181000,-181000,Notes,Notes (other banks)
1845-09-30,Royal Bank of Scotland,Liabilities,3. Owed to other banks,3. Owed to other banks,170,1000,170000,-170000,Notes,Notes (other banks)
1850-09-30,Royal Bank of Scotland,Liabilities,3. Owed to other banks,3. Owed to other banks,121,1000,121000,-121000,Notes,Notes (other banks)
1830-09-30,Royal Bank of Scotland,Equity,4. Capital and surplus,4. Capital and surplus,1850,1000,1850000,-1850000,Capital,Capital
1835-09-30,Royal Bank of Scotland,Equity,4. Capital and surplus,4. Capital and surplus,2181,1000,2181000,-2181000,Capital,Capital
1840-09-30,Royal Bank of Scotland,Equity,4. Capital and surplus,4. Capital and surplus,2245,1000,2245000,-2245000,Capital,Capital
1845-09-30,Royal Bank of Scotland,Equity,4. Capital and surplus,4. Capital and surplus,2210,1000,2210000,-2210000,Capital,Capital
1850-09-30,Royal Bank of Scotland,Equity,4. Capital and surplus,4. Capital and surplus,2116,1000,2116000,-2116000,Capital,Capital
1830-09-30,Royal Bank of Scotland,Equity,5. Sundries,5. Sundries,16,1000,16000,-16000,Capital,Capital
1835-09-30,Royal Bank of Scotland,Equity,5. Sundries,5. Sundries,31,1000,31000,-31000,Capital,Capital
1840-09-30,Royal Bank of Scotland,Equity,5. Sundries,5. Sundries,64,1000,64000,-64000,Capital,Capital
1845-09-30,Royal Bank of Scotland,Equity,5. Sundries,5. Sundries,23,1000,23000,-23000,Capital,Capital
1850-09-30,Royal Bank of Scotland,Equity,5. Sundries,5. Sundries,6,1000,6000,-6000,Capital,Capital
1830-09-30,Royal Bank of Scotland,Assets,1. Advances,(a) on bonds,665,1000,665000,665000,Advances,Bonds
1835-09-30,Royal Bank of Scotland,Assets,1. Advances,(a) on bonds,535,1000,535000,535000,Advances,Bonds
1840-09-30,Royal Bank of Scotland,Assets,1. Advances,(a) on bonds,243,1000,243000,243000,Advances,Bonds
1845-09-30,Royal Bank of Scotland,Assets,1. Advances,(a) on bonds,560,1000,560000,560000,Advances,Bonds
1850-09-30,Royal Bank of Scotland,Assets,1. Advances,(a) on bonds,759,1000,759000,759000,Advances,Bonds
1830-09-30,Royal Bank of Scotland,Assets,1. Advances,(b) bills discounted,1628,1000,1628000,1628000,Advances,Bills
1835-09-30,Royal Bank of Scotland,Assets,1. Advances,(b) bills discounted,1823,1000,1823000,1823000,Advances,Bills
1840-09-30,Royal Bank of Scotland,Assets,1. Advances,(b) bills discounted,2568,1000,2568000,2568000,Advances,Bills
1845-09-30,Royal Bank of Scotland,Assets,1. Advances,(b) bills discounted,2244,1000,2244000,2244000,Advances,Bills
1850-09-30,Royal Bank of Scotland,Assets,1. Advances,(b) bills discounted,1285,1000,1285000,1285000,Advances,Bills
1830-09-30,Royal Bank of Scotland,Assets,1. Advances,(c) cash a/cs,502,1000,502000,502000,Advances,Cash Accounts
1835-09-30,Royal Bank of Scotland,Assets,1. Advances,(c) cash a/cs,955,1000,955000,955000,Advances,Cash Accounts
1840-09-30,Royal Bank of Scotland,Assets,1. Advances,(c) cash a/cs,1741,1000,1741000,1741000,Advances,Cash Accounts
1845-09-30,Royal Bank of Scotland,Assets,1. Advances,(c) cash a/cs,1979,1000,1979000,1979000,Advances,Cash Accounts
1850-09-30,Royal Bank of Scotland,Assets,1. Advances,(c) cash a/cs,1503,1000,1503000,1503000,Advances,Cash Accounts
1830-09-30,Royal Bank of Scotland,Assets,1. Advances,(d) doubtful debts,213,1000,213000,213000,Advances,Doubtful Debts
1835-09-30,Royal Bank of Scotland,Assets,1. Advances,(d) doubtful debts,41,1000,41000,41000,Advances,Doubtful Debts
1840-09-30,Royal Bank of Scotland,Assets,1. Advances,(d) doubtful debts,69,1000,69000,69000,Advances,Doubtful Debts
1845-09-30,Royal Bank of Scotland,Assets,1. Advances,(d) doubtful debts,91,1000,91000,91000,Advances,Doubtful Debts
1850-09-30,Royal Bank of Scotland,Assets,1. Advances,(d) doubtful debts,128,1000,128000,128000,Advances,Doubtful Debts
1830-09-30,Royal Bank of Scotland,Assets,2. Specie,2. Specie,10,1000,10000,10000,Liquid Assets,Liquid Assets
1835-09-30,Royal Bank of Scotland,Assets,2. Specie,2. Specie,9,1000,9000,9000,Liquid Assets,Liquid Assets
1840-09-30,Royal Bank of Scotland,Assets,2. Specie,2. Specie,9,1000,9000,9000,Liquid Assets,Liquid Assets
1845-09-30,Royal Bank of Scotland,Assets,2. Specie,2. Specie,6,1000,6000,6000,Liquid Assets,Liquid Assets
1850-09-30,Royal Bank of Scotland,Assets,2. Specie,2. Specie,204,1000,204000,204000,Liquid Assets,Liquid Assets
1830-09-30,Royal Bank of Scotland,Assets,3. Notes of other banks,3. Notes of other banks,15,1000,15000,15000,Notes,Notes (other banks)
1835-09-30,Royal Bank of Scotland,Assets,3. Notes of other banks,3. Notes of other banks,17,1000,17000,17000,Notes,Notes (other banks)
1840-09-30,Royal Bank of Scotland,Assets,3. Notes of other banks,3. Notes of other banks,23,1000,23000,23000,Notes,Notes (other banks)
1845-09-30,Royal Bank of Scotland,Assets,3. Notes of other banks,3. Notes of other banks,24,1000,24000,24000,Notes,Notes (other banks)
1850-09-30,Royal Bank of Scotland,Assets,3. Notes of other banks,3. Notes of other banks,18,1000,18000,18000,Notes,Notes (other banks)
1830-09-30,Royal Bank of Scotland,Assets,4. Investments,4. Investments,1294,1000,1294000,1294000,Investments,Investments
1835-09-30,Royal Bank of Scotland,Assets,4. Investments,4. Investments,2037,1000,2037000,2037000,Investments,Investments
1840-09-30,Royal Bank of Scotland,Assets,4. Investments,4. Investments,1009,1000,1009000,1009000,Investments,Investments
1845-09-30,Royal Bank of Scotland,Assets,4. Investments,4. Investments,1308,1000,1308000,1308000,Investments,Investments
1850-09-30,Royal Bank of Scotland,Assets,4. Investments,4. Investments,2071,1000,2071000,2071000,Investments,Investments
1830-09-30,Royal Bank of Scotland,Assets,5. London balances,5. London balances,766,1000,766000,766000,Liquid Assets,London Assets
1835-09-30,Royal Bank of Scotland,Assets,5. London balances,5. London balances,88,1000,88000,88000,Liquid Assets,London Assets
1840-09-30,Royal Bank of Scotland,Assets,5. London balances,5. London balances,30,1000,30000,30000,Liquid Assets,London Assets
1845-09-30,Royal Bank of Scotland,Assets,5. London balances,5. London balances,103,1000,103000,103000,Liquid Assets,London Assets
1850-09-30,Royal Bank of Scotland,Assets,5. London balances,5. London balances,82,1000,82000,82000,Liquid Assets,London Assets
1830-09-30,Royal Bank of Scotland,Assets,6. Sundries,6. Sundries,164,1000,164000,164000,Liquid Assets,Liquid Assets
1835-09-30,Royal Bank of Scotland,Assets,6. Sundries,6. Sundries,80,1000,80000,80000,Liquid Assets,Liquid Assets
1840-09-30,Royal Bank of Scotland,Assets,6. Sundries,6. Sundries,69,1000,69000,69000,Liquid Assets,Liquid Assets
1845-09-30,Royal Bank of Scotland,Assets,6. Sundries,6. Sundries,22,1000,22000,22000,Liquid Assets,Liquid Assets
1850-09-30,Royal Bank of Scotland,Assets,6. Sundries,6. Sundries,27,1000,27000,27000,Liquid Assets,Liquid Assets
