Date,Account,Detail,Company Group,Company,Value,Multiple,raw_value,signed,shf_detail
1936-12-31,Assets,Investments,,,190.89,1000000,190890000,190890000,Investments
1936-12-31,Assets,Liquid Assets,,,79.04,1000000,79040000,79040000,Liquid Assets
1936-12-31,Assets,Property,,,4.68,1000000,4680000,4680000,Property
1937-12-31,Liabilities,Deposits,,,330.45,1000000,330450000,-330450000,Deposits
1937-12-31,Liabilities,Notes,,,23.53,1000000,23530000,-23530000,Notes
1937-12-31,Liabilities,Other liabilities,,,18.25,1000000,18250000,-18250000,Other liabilities
1937-12-31,Equity,Capital,,,14.42,1000000,14420000,-14420000,Capital
1937-12-31,Equity,Reserve,,,20.23,1000000,20230000,-20230000,Capital
1937-12-31,Assets,Advances,,,129.16,1000000,129160000,129160000,Advances
1937-12-31,Assets,Investments,,,189.72,1000000,189720000,189720000,Investments
1937-12-31,Assets,Liquid Assets,,,83.3,1000000,83300000,83300000,Liquid Assets
1937-12-31,Assets,Property,,,4.7,1000000,4700000,4700000,Property
1938-12-31,Liabilities,Deposits,,,325.75,1000000,325750000,-325750000,Deposits
1938-12-31,Liabilities,Notes,,,23.31,1000000,23310000,-23310000,Notes
1938-12-31,Liabilities,Other liabilities,,,20.43,1000000,20430000,-20430000,Other liabilities
1938-12-31,Equity,Capital,,,14.82,1000000,14820000,-14820000,Capital
1938-12-31,Equity,Reserve,,,20.61,1000000,20610000,-20610000,Capital
1938-12-31,Assets,Advances,,,130.78,1000000,130780000,130780000,Advances
1938-12-31,Assets,Investments,,,189.37,1000000,189370000,189370000,Investments
1938-12-31,Assets,Liquid Assets,,,80.05,1000000,80050000,80050000,Liquid Assets
1938-12-31,Assets,Property,,,4.72,1000000,4720000,4720000,Property
1939-12-31,Liabilities,Deposits,,,331.06,1000000,331060000,-331060000,Deposits
1939-12-31,Liabilities,Notes,,,26.24,1000000,26240000,-26240000,Notes
1939-12-31,Liabilities,Other liabilities,,,18.24,1000000,18240000,-18240000,Other liabilities
1939-12-31,Equity,Capital,,,15.29,1000000,15290000,-15290000,Capital
1939-12-31,Equity,Reserve,,,20.61,1000000,20610000,-20610000,Capital
1939-12-31,Assets,Advances,,,130.73,1000000,130730000,130730000,Advances
1939-12-31,Assets,Investments,,,187.01,1000000,187010000,187010000,Investments
1939-12-31,Assets,Liquid Assets,,,88.87,1000000,88870000,88870000,Liquid Assets
1939-12-31,Assets,Property,,,4.83,1000000,4830000,4830000,Property
1940-12-31,Liabilities,Deposits,,,364.38,1000000,364380000,-364380000,Deposits
1940-12-31,Liabilities,Notes,,,30.18,1000000,30180000,-30180000,Notes
1940-12-31,Liabilities,Other liabilities,,,17.79,1000000,17790000,-17790000,Other liabilities
1940-12-31,Equity,Capital,,,15.29,1000000,15290000,-15290000,Capital
1940-12-31,Equity,Reserve,,,20.72,1000000,20720000,-20720000,Capital
1940-12-31,Assets,Advances,,,116.31,1000000,116310000,116310000,Advances
1940-12-31,Assets,Investments,,,222.92,1000000,222920000,222920000,Investments
1940-12-31,Assets,Liquid Assets,,,104.18,1000000,104180000,104180000,Liquid Assets
1940-12-31,Assets,Property,,,4.95,1000000,4950000,4950000,Property
1941-12-31,Liabilities,Deposits,,,417.33,1000000,417330000,-417330000,Deposits
1941-12-31,Liabilities,Notes,,,38.5,1000000,38500000,-38500000,Notes
1941-12-31,Liabilities,Other liabilities,,,20.05,1000000,20050000,-20050000,Other liabilities
1941-12-31,Equity,Capital,,,15.29,1000000,15290000,-15290000,Capital
1941-12-31,Equity,Reserve,,,20.75,1000000,20750000,-20750000,Capital
1941-12-31,Assets,Advances,,,109.01,1000000,109010000,109010000,Advances
1941-12-31,Assets,Investments,,,284.47,1000000,284470000,284470000,Investments
1941-12-31,Assets,Liquid Assets,,,113.48,1000000,113480000,113480000,Liquid Assets
1941-12-31,Assets,Property,,,4.96,1000000,4960000,4960000,Property
1942-12-31,Liabilities,Deposits,,,453.13,1000000,453130000,-453130000,Deposits
1942-12-31,Liabilities,Notes,,,49.32,1000000,49320000,-49320000,Notes
1942-12-31,Liabilities,Other liabilities,,,16.9,1000000,16900000,-16900000,Other liabilities
1942-12-31,Equity,Capital,,,15.29,1000000,15290000,-15290000,Capital
1942-12-31,Equity,Reserve,,,20.89,1000000,20890000,-20890000,Capital
1942-12-31,Assets,Advances,,,104.31,1000000,104310000,104310000,Advances
1942-12-31,Assets,Investments,,,315.95,1000000,315950000,315950000,Investments
1942-12-31,Assets,Liquid Assets,,,130.37,1000000,130370000,130370000,Liquid Assets
1942-12-31,Assets,Property,,,4.9,1000000,4900000,4900000,Property
1943-12-31,Liabilities,Deposits,,,493.81,1000000,493810000,-493810000,Deposits
1943-12-31,Liabilities,Notes,,,57.14,1000000,57140000,-57140000,Notes
1943-12-31,Liabilities,Other liabilities,,,19.97,1000000,19970000,-19970000,Other liabilities
1943-12-31,Equity,Capital,,,15.29,1000000,15290000,-15290000,Capital
1943-12-31,Equity,Reserve,,,21.32,1000000,21320000,-21320000,Capital
1943-12-31,Assets,Advances,,,104.61,1000000,104610000,104610000,Advances
1943-12-31,Assets,Investments,,,351.47,1000000,351470000,351470000,Investments
1943-12-31,Assets,Liquid Assets,,,146.55,1000000,146550000,146550000,Liquid Assets
1943-12-31,Assets,Property,,,4.9,1000000,4900000,4900000,Property
1944-12-31,Liabilities,Deposits,,,542.48,1000000,542480000,-542480000,Deposits
1944-12-31,Liabilities,Notes,,,63.28,1000000,63280000,-63280000,Notes
1944-12-31,Liabilities,Other liabilities,,,23.13,1000000,23130000,-23130000,Other liabilities
1944-12-31,Equity,Capital,,,15.29,1000000,15290000,-15290000,Capital
1944-12-31,Equity,Reserve,,,21.58,1000000,21580000,-21580000,Capital
1944-12-31,Assets,Advances,,,104.96,1000000,104960000,104960000,Advances
1944-12-31,Assets,Investments,,,390.12,1000000,390120000,390120000,Investments
1944-12-31,Assets,Liquid Assets,,,165.73,1000000,165730000,165730000,Liquid Assets
1944-12-31,Assets,Property,,,4.95,1000000,4950000,4950000,Property
1945-12-31,Liabilities,Deposits,,,590.37,1000000,590370000,-590370000,Deposits
1945-12-31,Liabilities,Notes,,,65.79,1000000,65790000,-65790000,Notes
1945-12-31,Liabilities,Other liabilities,,,18.24,1000000,18240000,-18240000,Other liabilities
1945-12-31,Equity,Capital,,,15.29,1000000,15290000,-15290000,Capital
1945-12-31,Equity,Reserve,,,22.08,1000000,22080000,-22080000,Capital
1945-12-31,Assets,Advances,,,106.39,1000000,106390000,106390000,Advances
1945-12-31,Assets,Investments,,,429.88,1000000,429880000,429880000,Investments
1945-12-31,Assets,Liquid Assets,,,170.47,1000000,170470000,170470000,Liquid Assets
1945-12-31,Assets,Property,,,5.03,1000000,5030000,5030000,Property
1946-12-31,Liabilities,Deposits,,,657.84,1000000,657840000,-657840000,Deposits
1946-12-31,Liabilities,Notes,,,70.38,1000000,70380000,-70380000,Notes
1946-12-31,Liabilities,Other liabilities,,,25.24,1000000,25240000,-25240000,Other liabilities
1946-12-31,Equity,Capital,,,15.29,1000000,15290000,-15290000,Capital
1946-12-31,Equity,Reserve,,,22.97,1000000,22970000,-22970000,Capital
1946-12-31,Assets,Advances,,,129.13,1000000,129130000,129130000,Advances
1946-12-31,Assets,Investments,,,460.71,1000000,460710000,460710000,Investments
1946-12-31,Assets,Liquid Assets,,,196.73,1000000,196730000,196730000,Liquid Assets
1946-12-31,Assets,Property,,,5.15,1000000,5150000,5150000,Property
1947-12-31,Liabilities,Deposits,,,703.57,1000000,703570000,-703570000,Deposits
1947-12-31,Liabilities,Notes,,,69.63,1000000,69630000,-69630000,Notes
1947-12-31,Liabilities,Other liabilities,,,21.84,1000000,21840000,-21840000,Other liabilities
1947-12-31,Equity,Capital,,,15.64,1000000,15640000,-15640000,Capital
1947-12-31,Equity,Reserve,,,23.2,1000000,23200000,-23200000,Capital
1947-12-31,Assets,Advances,,,152.76,1000000,152760000,152760000,Advances
1947-12-31,Assets,Investments,,,472.56,1000000,472560000,472560000,Investments
1947-12-31,Assets,Liquid Assets,,,203.03,1000000,203030000,203030000,Liquid Assets
1947-12-31,Assets,Property,,,5.53,1000000,5530000,5530000,Property
1948-12-31,Liabilities,Deposits,,,743.29,1000000,743290000,-743290000,Deposits
1948-12-31,Liabilities,Notes,,,67,1000000,67000000,-67000000,Notes
1948-12-31,Liabilities,Other liabilities,,,31.9,1000000,31900000,-31900000,Other liabilities
1948-12-31,Equity,Capital,,,15.64,1000000,15640000,-15640000,Capital
1948-12-31,Equity,Reserve,,,23.91,1000000,23910000,-23910000,Capital
1948-12-31,Assets,Advances,,,174.96,1000000,174960000,174960000,Advances
1948-12-31,Assets,Investments,,,482.21,1000000,482210000,482210000,Investments
1948-12-31,Assets,Liquid Assets,,,218.69,1000000,218690000,218690000,Liquid Assets
1948-12-31,Assets,Property,,,5.88,1000000,5880000,5880000,Property
1949-12-31,Liabilities,Deposits,,,735.89,1000000,735890000,-735890000,Deposits
1949-12-31,Liabilities,Notes,,,69.02,1000000,69020000,-69020000,Notes
1949-12-31,Liabilities,Other liabilities,,,34.82,1000000,34820000,-34820000,Other liabilities
1949-12-31,Equity,Capital,,,15.64,1000000,15640000,-15640000,Capital
1949-12-31,Equity,Reserve,,,23.91,1000000,23910000,-23910000,Capital
1949-12-31,Assets,Advances,,,204.58,1000000,204580000,204580000,Advances
1949-12-31,Assets,Investments,,,447.97,1000000,447970000,447970000,Investments
1949-12-31,Assets,Liquid Assets,,,220.5,1000000,220500000,220500000,Liquid Assets
1949-12-31,Assets,Property,,,6.23,1000000,6230000,6230000,Property
1950-12-31,Liabilities,Deposits,,,754.79,1000000,754790000,-754790000,Deposits
1950-12-31,Liabilities,Notes,,,71.09,1000000,71090000,-71090000,Notes
1950-12-31,Liabilities,Other liabilities,,,43.8,1000000,43800000,-43800000,Other liabilities
1950-12-31,Equity,Capital,,,15.64,1000000,15640000,-15640000,Capital
1950-12-31,Equity,Reserve,,,24.19,1000000,24190000,-24190000,Capital
1950-12-31,Assets,Advances,,,233.29,1000000,233290000,233290000,Advances
1950-12-31,Assets,Investments,,,440.85,1000000,440850000,440850000,Investments
1950-12-31,Assets,Liquid Assets,,,228.89,1000000,228890000,228890000,Liquid Assets
1950-12-31,Assets,Property,,,6.48,1000000,6480000,6480000,Property
1951-12-31,Liabilities,Deposits,,,747.75,1000000,747750000,-747750000,Deposits
1951-12-31,Liabilities,Notes,,,76.17,1000000,76170000,-76170000,Notes
1951-12-31,Liabilities,Other liabilities,,,49.43,1000000,49430000,-49430000,Other liabilities
1951-12-31,Equity,Capital,,,15.84,1000000,15840000,-15840000,Capital
1951-12-31,Equity,Reserve,,,24.34,1000000,24340000,-24340000,Capital
1951-12-31,Assets,Advances,,,284.79,1000000,284790000,284790000,Advances
1951-12-31,Assets,Investments,,,380.75,1000000,380750000,380750000,Investments
1951-12-31,Assets,Liquid Assets,,,241.17,1000000,241170000,241170000,Liquid Assets
1951-12-31,Assets,Property,,,6.82,1000000,6820000,6820000,Property
1952-12-31,Liabilities,Deposits,,,760.69,1000000,760690000,-760690000,Deposits
1952-12-31,Liabilities,Notes,,,84.95,1000000,84950000,-84950000,Notes
1952-12-31,Liabilities,Other liabilities,,,44.45,1000000,44450000,-44450000,Other liabilities
1952-12-31,Equity,Capital,,,17.74,1000000,17740000,-17740000,Capital
1952-12-31,Equity,Reserve,,,24.47,1000000,24470000,-24470000,Capital
1952-12-31,Assets,Advances,,,256.3,1000000,256300000,256300000,Advances
1952-12-31,Assets,Investments,,,394.82,1000000,394820000,394820000,Investments
1952-12-31,Assets,Liquid Assets,,,273.84,1000000,273840000,273840000,Liquid Assets
1952-12-31,Assets,Property,,,7.34,1000000,7340000,7340000,Property
1953-12-31,Liabilities,Deposits,,,781.62,1000000,781620000,-781620000,Deposits
1953-12-31,Liabilities,Notes,,,91.78,1000000,91780000,-91780000,Notes
1953-12-31,Liabilities,Other liabilities,,,40.18,1000000,40180000,-40180000,Other liabilities
1953-12-31,Equity,Capital,,,16.54,1000000,16540000,-16540000,Capital
1953-12-31,Equity,Reserve,,,23.73,1000000,23730000,-23730000,Capital
1953-12-31,Assets,Advances,,,250.87,1000000,250870000,250870000,Advances
1953-12-31,Assets,Investments,,,419.58,1000000,419580000,419580000,Investments
1953-12-31,Assets,Liquid Assets,,,275.61,1000000,275610000,275610000,Liquid Assets
1953-12-31,Assets,Property,,,7.79,1000000,7790000,7790000,Property
1954-12-31,Liabilities,Deposits,,,832.91,1000000,832910000,-832910000,Deposits
1954-12-31,Liabilities,Notes,,,97.85,1000000,97850000,-97850000,Notes
1954-12-31,Liabilities,Other liabilities,,,48.14,1000000,48140000,-48140000,Other liabilities
1954-12-31,Equity,Capital,,,18.39,1000000,18390000,-18390000,Capital
1954-12-31,Equity,Reserve,,,25.08,1000000,25080000,-25080000,Capital
1954-12-31,Assets,Advances,,,284.33,1000000,284330000,284330000,Advances
1954-12-31,Assets,Investments,,,431.92,1000000,431920000,431920000,Investments
1954-12-31,Assets,Liquid Assets,,,297.93,1000000,297930000,297930000,Liquid Assets
1954-12-31,Assets,Property,,,8.19,1000000,8190000,8190000,Property
1955-12-31,Liabilities,Deposits,,,774.82,1000000,774820000,-774820000,Deposits
1955-12-31,Liabilities,Notes,,,104.5,1000000,104500000,-104500000,Notes
1955-12-31,Liabilities,Other liabilities,,,57.8,1000000,57800000,-57800000,Other liabilities
1955-12-31,Equity,Capital,,,20.54,1000000,20540000,-20540000,Capital
1955-12-31,Equity,Reserve,,,23.17,1000000,23170000,-23170000,Capital
1955-12-31,Assets,Advances,,,279.23,1000000,279230000,279230000,Advances
1955-12-31,Assets,Investments,,,385.03,1000000,385030000,385030000,Investments
1955-12-31,Assets,Liquid Assets,,,308.11,1000000,308110000,308110000,Liquid Assets
1955-12-31,Assets,Property,,,8.46,1000000,8460000,8460000,Property
1956-12-31,Liabilities,Deposits,,,771.24,1000000,771240000,-771240000,Deposits
1956-12-31,Liabilities,Notes,,,111.44,1000000,111440000,-111440000,Notes
1956-12-31,Liabilities,Other liabilities,,,54.98,1000000,54980000,-54980000,Other liabilities
1956-12-31,Equity,Capital,,,20.54,1000000,20540000,-20540000,Capital
1956-12-31,Equity,Reserve,,,23.18,1000000,23180000,-23180000,Capital
1956-12-31,Assets,Advances,,,274.11,1000000,274110000,274110000,Advances
1956-12-31,Assets,Investments,,,377.74,1000000,377740000,377740000,Investments
1956-12-31,Assets,Liquid Assets,,,320.73,1000000,320730000,320730000,Liquid Assets
1956-12-31,Assets,Property,,,8.8,1000000,8800000,8800000,Property
1957-12-31,Liabilities,Deposits,,,762,1000000,762000000,-762000000,Deposits
1957-12-31,Liabilities,Notes,,,118.89,1000000,118890000,-118890000,Notes
1957-12-31,Liabilities,Other liabilities,,,61.8,1000000,61800000,-61800000,Other liabilities
1957-12-31,Equity,Capital,,,20.54,1000000,20540000,-20540000,Capital
1957-12-31,Equity,Reserve,,,23.18,1000000,23180000,-23180000,Capital
1957-12-31,Assets,Advances,,,281.84,1000000,281840000,281840000,Advances
1957-12-31,Assets,Investments,,,373.5,1000000,373500000,373500000,Investments
1957-12-31,Assets,Liquid Assets,,,321.53,1000000,321530000,321530000,Liquid Assets
1957-12-31,Assets,Property,,,9.54,1000000,9540000,9540000,Property
1958-12-31,Liabilities,Deposits,,,796.39,1000000,796390000,-796390000,Deposits
1958-12-31,Liabilities,Notes,,,119.78,1000000,119780000,-119780000,Notes
1958-12-31,Liabilities,Other liabilities,,,59.97,1000000,59970000,-59970000,Other liabilities
1958-12-31,Equity,Capital,,,20.64,1000000,20640000,-20640000,Capital
1958-12-31,Equity,Reserve,,,23.49,1000000,23490000,-23490000,Capital
1958-12-31,Assets,Advances,,,304.51,1000000,304510000,304510000,Advances
1958-12-31,Assets,Investments,,,378.82,1000000,378820000,378820000,Investments
1958-12-31,Assets,Liquid Assets,,,326.95,1000000,326950000,326950000,Liquid Assets
1958-12-31,Assets,Property,,,9.99,1000000,9990000,9990000,Property
1959-12-31,Liabilities,Deposits,,,826.43,1000000,826430000,-826430000,Deposits
1959-12-31,Liabilities,Notes,,,121.89,1000000,121890000,-121890000,Notes
1959-12-31,Liabilities,Other liabilities,,,61.25,1000000,61250000,-61250000,Other liabilities
1959-12-31,Equity,Capital,,,22.42,1000000,22420000,-22420000,Capital
1959-12-31,Equity,Reserve,,,27.68,1000000,27680000,-27680000,Capital
1959-12-31,Assets,Advances,,,373.41,1000000,373410000,373410000,Advances
1959-12-31,Assets,Investments,,,338.08,1000000,338080000,338080000,Investments
1959-12-31,Assets,Liquid Assets,,,336.38,1000000,336380000,336380000,Liquid Assets
1959-12-31,Assets,Property,,,11.8,1000000,11800000,11800000,Property
1960-12-31,Liabilities,Deposits,,,822.57,1000000,822570000,-822570000,Deposits
1960-12-31,Liabilities,Notes,,,126.6,1000000,126600000,-126600000,Notes
1960-12-31,Liabilities,Other liabilities,,,63.08,1000000,63080000,-63080000,Other liabilities
1960-12-31,Equity,Capital,,,26.87,1000000,26870000,-26870000,Capital
1960-12-31,Equity,Reserve,,,35,1000000,35000000,-35000000,Capital
1960-12-31,Assets,Advances,,,420.18,1000000,420180000,420180000,Advances
1960-12-31,Assets,Investments,,,298.86,1000000,298860000,298860000,Investments
1960-12-31,Assets,Liquid Assets,,,342.72,1000000,342720000,342720000,Liquid Assets
1960-12-31,Assets,Property,,,12.36,1000000,12360000,12360000,Property
1961-12-31,Liabilities,Deposits,,,837.3,1000000,837300000,-837300000,Deposits
1961-12-31,Liabilities,Notes,,,128.02,1000000,128020000,-128020000,Notes
1961-12-31,Liabilities,Other liabilities,,,63.24,1000000,63240000,-63240000,Other liabilities
1961-12-31,Equity,Capital,,,26.87,1000000,26870000,-26870000,Capital
1961-12-31,Equity,Reserve,,,35.8,1000000,35800000,-35800000,Capital
1961-12-31,Assets,Advances,,,447.77,1000000,447770000,447770000,Advances
1961-12-31,Assets,Investments,,,287.6,1000000,287600000,287600000,Investments
1961-12-31,Assets,Liquid Assets,,,342.76,1000000,342760000,342760000,Liquid Assets
1961-12-31,Assets,Property,,,13.1,1000000,13100000,13100000,Property
1962-12-31,Liabilities,Deposits,,,858.54,1000000,858540000,-858540000,Deposits
1962-12-31,Liabilities,Notes,,,123.5,1000000,123500000,-123500000,Notes
1962-12-31,Liabilities,Other liabilities,,,65.45,1000000,65450000,-65450000,Other liabilities
1962-12-31,Equity,Capital,,,28.77,1000000,28770000,-28770000,Capital
1962-12-31,Equity,Reserve,,,38.23,1000000,38230000,-38230000,Capital
1962-12-31,Assets,Advances,,,493.66,1000000,493660000,493660000,Advances
1962-12-31,Assets,Investments,,,258.63,1000000,258630000,258630000,Investments
1962-12-31,Assets,Liquid Assets,,,347.9,1000000,347900000,347900000,Liquid Assets
1962-12-31,Assets,Property,,,14.3,1000000,14300000,14300000,Property
1963-12-31,Liabilities,Deposits,,,897.7,1000000,897700000,-897700000,Deposits
1963-12-31,Liabilities,Notes,,,127.89,1000000,127890000,-127890000,Notes
1963-12-31,Liabilities,Other liabilities,,,75.03,1000000,75030000,-75030000,Other liabilities
1963-12-31,Equity,Capital,,,31.64,1000000,31640000,-31640000,Capital
1963-12-31,Equity,Reserve,,,40.08,1000000,40080000,-40080000,Capital
1963-12-31,Assets,Advances,,,528.6,1000000,528600000,528600000,Advances
1963-12-31,Assets,Investments,,,270.76,1000000,270760000,270760000,Investments
1963-12-31,Assets,Liquid Assets,,,357.68,1000000,357680000,357680000,Liquid Assets
1963-12-31,Assets,Property,,,15.3,1000000,15300000,15300000,Property
1964-12-31,Liabilities,Deposits,,,955.91,1000000,955910000,-955910000,Deposits
1964-12-31,Liabilities,Notes,,,129.82,1000000,129820000,-129820000,Notes
1964-12-31,Liabilities,Other liabilities,,,99.16,1000000,99160000,-99160000,Other liabilities
1964-12-31,Equity,Capital,,,34.49,1000000,34490000,-34490000,Capital
1964-12-31,Equity,Reserve,,,40.81,1000000,40810000,-40810000,Capital
1964-12-31,Assets,Advances,,,614.72,1000000,614720000,614720000,Advances
1964-12-31,Assets,Investments,,,237.32,1000000,237320000,237320000,Investments
1964-12-31,Assets,Liquid Assets,,,391.45,1000000,391450000,391450000,Liquid Assets
1964-12-31,Assets,Property,,,16.7,1000000,16700000,16700000,Property
1965-12-31,Liabilities,Deposits,,,1006.17,1000000,1006170000,-1006170000,Deposits
1965-12-31,Liabilities,Notes,,,132.47,1000000,132470000,-132470000,Notes
1965-12-31,Liabilities,Other liabilities,,,85.67,1000000,85670000,-85670000,Other liabilities
1965-12-31,Equity,Capital,,,38.68,1000000,38680000,-38680000,Capital
1965-12-31,Equity,Reserve,,,40.01,1000000,40010000,-40010000,Capital
1965-12-31,Assets,Advances,,,620.14,1000000,620140000,620140000,Advances
1965-12-31,Assets,Investments,,,249.96,1000000,249960000,249960000,Investments
1965-12-31,Assets,Liquid Assets,,,414.47,1000000,414470000,414470000,Liquid Assets
1965-12-31,Assets,Property,,,18.43,1000000,18430000,18430000,Property
1966-12-31,Liabilities,Deposits,,,1021.6,1000000,1021600000,-1021600000,Deposits
1966-12-31,Liabilities,Notes,,,132.52,1000000,132520000,-132520000,Notes
1966-12-31,Liabilities,Other liabilities,,,77.63,1000000,77630000,-77630000,Other liabilities
1966-12-31,Equity,Capital,,,38.68,1000000,38680000,-38680000,Capital
1966-12-31,Equity,Reserve,,,43.2,1000000,43200000,-43200000,Capital
1966-12-31,Assets,Advances,,,614.55,1000000,614550000,614550000,Advances
1966-12-31,Assets,Investments,,,261.81,1000000,261810000,261810000,Investments
1966-12-31,Assets,Liquid Assets,,,417.17,1000000,417170000,417170000,Liquid Assets
1966-12-31,Assets,Property,,,20.1,1000000,20100000,20100000,Property
1967-12-31,Liabilities,Deposits,,,1124.53,1000000,1124530000,-1124530000,Deposits
1967-12-31,Liabilities,Notes,,,139.01,1000000,139010000,-139010000,Notes
1967-12-31,Liabilities,Other liabilities,,,101.16,1000000,101160000,-101160000,Other liabilities
1967-12-31,Equity,Capital,,,38.68,1000000,38680000,-38680000,Capital
1967-12-31,Equity,Reserve,,,45.79,1000000,45790000,-45790000,Capital
1967-12-31,Assets,Advances,,,642.07,1000000,642070000,642070000,Advances
1967-12-31,Assets,Investments,,,318.06,1000000,318060000,318060000,Investments
1967-12-31,Assets,Liquid Assets,,,465.82,1000000,465820000,465820000,Liquid Assets
1967-12-31,Assets,Property,,,23.22,1000000,23220000,23220000,Property
1968-12-31,Liabilities,Deposits,,,1207.03,1000000,1207030000,-1207030000,Deposits
1968-12-31,Liabilities,Notes,,,144.08,1000000,144080000,-144080000,Notes
1968-12-31,Liabilities,Other liabilities,,,182.64,1000000,182640000,-182640000,Other liabilities
1968-12-31,Equity,Capital,,,41.68,1000000,41680000,-41680000,Capital
1968-12-31,Equity,Reserve,,,51.01,1000000,51010000,-51010000,Capital
1968-12-31,Assets,Advances,,,742.61,1000000,742610000,742610000,Advances
1968-12-31,Assets,Investments,,,358.78,1000000,358780000,358780000,Investments
1968-12-31,Assets,Liquid Assets,,,499.29,1000000,499290000,499290000,Liquid Assets
1968-12-31,Assets,Property,,,25.76,1000000,25760000,25760000,Property
1969-12-31,Liabilities,Deposits,,,1099.83,1000000,1099830000,-1099830000,Deposits
1969-12-31,Liabilities,Notes,,,148.09,1000000,148090000,-148090000,Notes
1969-12-31,Liabilities,Other liabilities,,,134.98,1000000,134980000,-134980000,Other liabilities
1969-12-31,Equity,Capital,,,36.32,1000000,36320000,-36320000,Capital
1969-12-31,Equity,Reserve,,,78.8,1000000,78800000,-78800000,Capital
1969-12-31,Assets,Advances,,,722.36,1000000,722360000,722360000,Advances
1969-12-31,Assets,Investments,,,324.15,1000000,324150000,324150000,Investments
1969-12-31,Assets,Liquid Assets,,,421.76,1000000,421760000,421760000,Liquid Assets
1969-12-31,Assets,Property,,,29.75,1000000,29750000,29750000,Property
1970-12-31,Liabilities,Deposits,,,1127.42,1000000,1127420000,-1127420000,Deposits
1970-12-31,Liabilities,Notes,,,159.33,1000000,159330000,-159330000,Notes
1970-12-31,Liabilities,Other liabilities,,,175.51,1000000,175510000,-175510000,Other liabilities
1970-12-31,Equity,Capital,,,36.32,1000000,36320000,-36320000,Capital
1970-12-31,Equity,Reserve,,,94.71,1000000,94710000,-94710000,Capital
1970-12-31,Assets,Advances,,,815.2,1000000,815200000,815200000,Advances
1970-12-31,Assets,Investments,,,300.43,1000000,300430000,300430000,Investments
1970-12-31,Assets,Liquid Assets,,,437.11,1000000,437110000,437110000,Liquid Assets
1970-12-31,Assets,Property,,,40.55,1000000,40550000,40550000,Property
1971-12-31,Liabilities,Deposits,,,1215.27,1000000,1215270000,-1215270000,Deposits
1971-12-31,Liabilities,Notes,,,169.69,1000000,169690000,-169690000,Notes
1971-12-31,Liabilities,Other liabilities,,,210.7,1000000,210700000,-210700000,Other liabilities
1971-12-31,Equity,Capital,,,34.32,1000000,34320000,-34320000,Capital
1971-12-31,Equity,Reserve,,,98.45,1000000,98450000,-98450000,Capital
1971-12-31,Assets,Advances,,,901.91,1000000,901910000,901910000,Advances
1971-12-31,Assets,Investments,,,286.68,1000000,286680000,286680000,Investments
1971-12-31,Assets,Liquid Assets,,,496.55,1000000,496550000,496550000,Liquid Assets
1971-12-31,Assets,Property,,,43.29,1000000,43290000,43290000,Property
1972-12-31,Liabilities,Deposits,,,1679.29,1000000,1679290000,-1679290000,Deposits
1972-12-31,Liabilities,Notes,,,182.45,1000000,182450000,-182450000,Notes
1972-12-31,Liabilities,Other liabilities,,,220,1000000,220000000,-220000000,Other liabilities
1972-12-31,Equity,Capital,,,37.54,1000000,37540000,-37540000,Capital
1972-12-31,Equity,Reserve,,,126.04,1000000,126040000,-126040000,Capital
1972-12-31,Assets,Advances,,,1317.43,1000000,1317430000,1317430000,Advances
1972-12-31,Assets,Investments,,,241.96,1000000,241960000,241960000,Investments
1972-12-31,Assets,Liquid Assets,,,628.22,1000000,628220000,628220000,Liquid Assets
1972-12-31,Assets,Property,,,57.71,1000000,57710000,57710000,Property
